,Marca,Modelo,Precio,Potencia,Tipo vendedor,Categoría,Tipo de vehículo,puertas,Versión del país,Garantía,Kilometraje,Año,Tipo de cambio,Capacidad,Consumo de combustible,Color exterior,Color original,Tracción,plazas,Número de marchas,Número de cilindros,Peso,Tipo de combustible,Mes,Ciudad,CP,provincia
105,Ford,Tourneo Custom,424901.0,170.0,Prof.,Monovolumen,Demostración,5,España,36,2011.0,2023,Automático,1477.0,12.5,Negro,Negro Agate metalizada,Tracción trasera,5.0,7.0,3.0,1740.0,Diésel,8,Madrid,28042,Madrid
106,Maserati,Quattroporte,39000.0,275.0,Prof.,Sedán,Ocasión,4,España,12,66000.0,2015,Automático,1395.0,5.7,Negro,Negro,Tracción delantera,5.0,5.0,3.0,1165.0,Diésel,2,Madrid,28002,Madrid
107,BMW,X4,45500.0,190.0,Prof.,Coupé,Ocasión,5,España,12,26000.0,2020,Automático,1987.0,3.9,Gris,Gris,Tracción delantera,5.0,6.0,4.0,1415.0,Diésel,1,Carerizos,37193,Salamanca
108,BMW,M6,264901.0,507.0,Prof.,Coupé,Ocasión,2,España,12,177000.0,2005,Automático,1995.0,4.4,Blanco,Blanco,Tracción delantera,5.0,8.0,4.0,1540.0,Gasolina,4,Gijón,33392,Asturias
109,Volkswagen,T-Cross,16790.0,110.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,35911.0,2022,Manual,2996.0,12.5,Negro,Negro,Tracción a las cuatro ruedas,5.0,8.0,6.0,2245.0,Gasolina,5,Malaga,29001,Málaga
110,Volkswagen,Touareg,27500.0,262.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,184000.0,2017,Automático,1199.0,4.7,Azul,Azul,Tracción delantera,5.0,5.0,3.0,1055.0,Diésel,10,Rozas de madrid,28230,Madrid
111,BMW,750,31990.0,381.0,Prof.,Sedán,Ocasión,4,España,12,136000.0,2014,Automático,2987.0,6.7,Negro,Negro,Tracción a las cuatro ruedas,5.0,9.0,6.0,1915.0,Diésel,6,Parla,28982,Madrid
112,Nissan,Qashqai,15915.0,140.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,92576.0,2021,Manual,1999.0,5.1,Negro,Negro,Tracción a las cuatro ruedas,5.0,9.0,4.0,1675.0,Gasolina,2,Alzira,46600,Valencia/València
113,SEAT,Tarraco,368001.0,200.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,60,10900.0,2021,Automático,5998.0,14.5,Negro,Negro,Tracción a las cuatro ruedas,4.0,8.0,12.0,2320.0,Diésel,9,Granada,18015,Granada
114,Porsche,Cayenne,27800.0,245.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,178900.0,2012,Automático,1998.0,7.8,Negro,Obsidiana,Tracción trasera,7.0,5.0,4.0,1992.0,Diésel,11,Cordoba,14005,Córdoba
115,Nissan,Qashqai,16818.0,150.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,52365.0,2019,Manual,1997.0,7.7,Blanco,Blanco,Tracción a las cuatro ruedas,5.0,9.0,4.0,1845.0,Diésel,9,Leganes,28914,Madrid
116,Volkswagen,Golf GTI,23990.0,245.0,Prof.,Coche pequeño,Ocasión,5,España,12,122000.0,2018,Automático,2179.0,6.5,Negro,Negro,Tracción a las cuatro ruedas,5.0,6.0,4.0,1700.0,Gasolina,3,Algete,28110,Madrid
117,Mercedes-Benz,GLE 400,72636.0,330.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,24,93217.0,2022,Automático,1496.0,3.4,NEGRO,NEGRO,Tracción delantera,4.0,6.0,3.0,1115.0,Diésel,6,Jerez,11408,Cádiz
118,Citroen,C4,16900.0,131.0,Prof.,Coche pequeño,Ocasión,5,España,12,68301.0,2022,Automático,4395.0,11.1,Gris,Gris,Tracción delantera,2.0,8.0,8.0,2140.0,Diésel,2,Paterna,46980,Valencia/València
119,Mercedes-Benz,E 350,28990.0,258.0,Prof.,Sedán,Ocasión,4,España,12,141000.0,2016,Automático,2992.0,6.4,Azul,Azul,Tracción trasera,2.0,8.0,6.0,1470.0,Diésel,8,Léliana,46183,Valencia/València
120,SEAT,Arona,16720.0,110.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,13953.0,2023,Manual,1991.0,5.6,Blanco,BLANCO/NEGRO MIDNIGHT,Tracción delantera,5.0,5.0,4.0,1427.0,Gasolina,2,Merida,6800,Badajoz
121,Mercedes-Benz,CLS 350,15190.0,265.0,Prof.,Sedán,Ocasión,4,España,12,205000.0,2011,Automático,1500.0,6.1,Otros,Otros,Tracción delantera,5.0,7.0,3.0,1230.0,Diésel,1,Granada,18015,Granada
122,Mercedes-Benz,CLS 350,15190.0,265.0,Prof.,Sedán,Ocasión,4,España,12,205000.0,2011,Automático,6496.0,14.9,Otros,Otros,Tracción trasera,2.0,7.0,12.0,1525.0,Diésel,1,Malaga,29004,Málaga
123,Volkswagen,Tiguan Allspace,24790.0,150.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,78402.0,2018,Automático,5666.0,12.4,Negro,Negro,Tracción delantera,4.0,6.0,8.0,1653.0,Diésel,9,Madrid,28021,Madrid
124,Peugeot,Rifter,226361.0,131.0,Prof.,Monovolumen,Ocasión,5,España,12,33850.0,2021,Manual,2967.0,5.6,Azul,Azul,Tracción a las cuatro ruedas,5.0,8.0,6.0,1975.0,Diésel,1,Leganes,28914,Madrid
125,Mercedes-Benz,GLC 250,35999.0,204.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,25000.0,2017,Automático,1499.0,5.7,Negro,Negro,Tracción a las cuatro ruedas,5.0,6.0,3.0,1715.0,Diésel,3,Madrid,28049,Madrid
126,Audi,Q7,12900.0,245.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,387000.0,2011,Automático,1498.0,5.5,Negro,Negro,Tracción delantera,5.0,7.0,4.0,1463.0,Diésel,10,Rozas de madrid,28230,Madrid
127,Mercedes-Benz,CLS 350,499901.0,286.0,Prof.,Coupé,Ocasión,4,España,12,68000.0,2019,Automático,1600.0,3.7,Negro,Negro,Tracción delantera,5.0,6.0,3.0,1205.0,Diésel,1,Zamora,49025,Zamora
128,Land Rover,Defender,39900.0,122.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,79000.0,2013,Manual,6749.0,15.9,Verde,Verde,Tracción trasera,5.0,6.0,12.0,2485.0,Diésel,8,Villanueva de córdoba,14440,Córdoba
129,Audi,A7,46990.0,286.0,Prof.,Coupé,Ocasión,5,España,12,47000.0,2019,Automático,1968.0,4.7,Negro,Negro,Tracción delantera,5.0,7.0,4.0,1560.0,Diésel,1,Parets del valles,8150,Barcelona
130,DS Automobiles,DS 7 Crossback,24490.0,177.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,108809.0,2018,Automático,1242.0,5.1,Negro,Negro,Tracción delantera,4.0,5.0,4.0,1365.0,Diésel,11,Valencia,28025,Madrid
131,Kia,EV6,45450.0,325.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,76,12000.0,2023,Automático,1686.0,4.9,Gris,Gris,Tracción delantera,5.0,6.0,4.0,1501.0,Eléctrico,1,Madrid,28914,Madrid
132,Tesla,Model Y,47590.0,514.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,9027.0,2022,Automático,1998.0,5.7,Gris,Gris,Tracción delantera,5.0,6.0,4.0,1924.0,Eléctrico,4,Madrid,28021,Madrid
133,Volvo,S90,49900.0,235.0,Prof.,Sedán,Ocasión,4,España,12,14120.0,2021,Automático,1984.0,7.7,Gris,PEBBLE GREY,Tracción a las cuatro ruedas,5.0,7.0,4.0,1644.0,Diésel,11,Erandio,48950,Bizkaia
134,Mercedes-Benz,C 220,45900.0,200.0,Prof.,Sedán,Ocasión,4,España,36,28934.0,2022,Automático,1499.0,4.9,Blanco polar,Blanco polar,Tracción delantera,4.0,6.0,3.0,1165.0,Diésel,11,Cordoba,14029,Córdoba
135,Peugeot,308,20567.0,131.0,Prof.,Coche pequeño,KM0,5,España,36,2.0,2023,Manual,1498.0,5.4,Negro,Negro,Tracción trasera,5.0,7.0,4.0,1824.0,Gasolina,11,Coslada,28823,Madrid
136,Land Rover,Discovery Sport,20900.0,179.0,Prof.,Coche pequeño,Ocasión,5,España,12,84715.0,2015,Manual,999.0,4.6,Gris,Gris,Tracción delantera,5.0,6.0,3.0,1388.0,Diésel,12,Jaén,23009,Jaén
137,Mercedes-Benz,A 200,20490.0,163.0,Prof.,Coche pequeño,Ocasión,5,España,12,126146.0,2018,Manual,5999.0,21.3,Rojo,Rojo,Tracción trasera,2.0,6.0,12.0,1690.0,Gasolina,11,Madrid,28021,Madrid
138,BMW,X2,19900.0,150.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,133900.0,2019,Automático,1598.0,6.7,Negro,Negro,Tracción a las cuatro ruedas,7.0,6.0,4.0,1830.0,Diésel,5,Arroyomolinos,28939,Madrid
139,BMW,X2,29995.0,150.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,24,39292.0,2020,Automático,1000.0,3.5,Negro,Negro,Tracción delantera,5.0,7.0,3.0,1151.0,Diésel,11,Majadahonda,28220,Madrid
140,Mercedes-Benz,GLC 250,34895.0,211.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,98410.0,2018,Automático,1499.0,5.7,Negro,NEGRO OBSIDIANA METALIZADO,Tracción a las cuatro ruedas,5.0,6.0,3.0,1715.0,Gasolina,1,Sabadell,8207,Barcelona
141,BMW,520,397001.0,190.0,Prof.,Sedán,Ocasión,4,España,24,18500.0,2019,Automático,2000.0,4.4,Azul,BLUESTONE,Tracción trasera,4.0,8.0,4.0,1605.0,Diésel,11,Badajoz,6009,Badajoz
142,BMW,X2,26985.0,140.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,55765.0,2020,Automático,1984.0,5.9,Blanco,Blanco,Tracción a las cuatro ruedas,5.0,7.0,5.0,1931.0,Gasolina,7,Sant boi de llobregat,8830,Barcelona
143,Mazda,CX-9,18400.0,277.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,180000.0,2015,Automático,1987.0,3.9,Gris,Gris,Tracción delantera,5.0,6.0,4.0,1445.0,Gasolina,8,Torremolinos,29620,Málaga
144,Porsche,Boxster,87900.0,300.0,Prof.,Cabrio,Demostración,2,España,24,5000.0,2022,Automático,999.0,4.3,Negro,Negro,Tracción delantera,5.0,6.0,3.0,1231.0,Gasolina,10,Madrid,28001,Madrid
145,Mercedes-Benz,C 200,220001.0,150.0,Prof.,Familiar,Ocasión,5,España,12,131800.0,2019,Automático,3990.0,6.4,Gris,Gris,Tracción a las cuatro ruedas,2.0,8.0,8.0,1505.0,Diésel,7,Mairena de aljarafe (pol. ind. pisa),41927,Sevilla
146,Saab,9-3,2850.0,185.0,Prof.,Coupé,Ocasión,3,España,12,160000.0,2002,Manual,5204.0,12.3,Gris,Gris,Tracción trasera,4.0,8.0,12.0,1870.0,Gasolina,7,Igualada,8700,Barcelona
147,Volvo,XC90,33900.0,235.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,207467.0,2018,Automático,999.0,6.4,Marrón,Maple Brown Metalizado,Tracción delantera,5.0,6.0,3.0,1320.0,Diésel,11,Almendralejo,6200,Badajoz
148,Land Rover,Discovery Sport,16990.0,150.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,116036.0,2015,Automático,999.0,5.4,Verde,Verde,Tracción delantera,5.0,6.0,4.0,1388.0,Diésel,10,Murcia,3007,Alicante/Alacant
149,Land Rover,Range Rover Sport,399901.0,306.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,156000.0,2017,Automático,1199.0,5.1,Negro,Negro,Tracción delantera,5.0,6.0,3.0,1165.0,Diésel,8,Tarragona,43006,Tarragona
150,Volkswagen,T-Cross,15360.0,95.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,69599.0,2020,Manual,3080.602,9.32957746478873,Naranja,Naranja,Tracción delantera,5.0,6.0,4.0,1608.842741935484,Gasolina,11,Alaquás,46970,Valencia/València
151,Mercedes-Benz,GLC 220,32490.0,170.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,57426.0,2019,Automático,3000.0,6.5,Negro,Negro,Tracción trasera,5.0,6.0,8.0,2515.0,Diésel,7,Madrid,28002,Madrid
152,BMW,840,59900.0,320.0,Prof.,Coupé,Ocasión,2,España,12,96000.0,2018,Automático,3982.0,8.6,Azul,Azul,Tracción trasera,4.0,7.0,8.0,1800.0,Diésel,11,Sabadell,8203,Barcelona
153,Volkswagen,Touran,10499.0,105.0,Prof.,Monovolumen,Ocasión,5,España,12,166000.0,2012,Manual,1398.0,4.4,Marrón,Marrón,Tracción delantera,5.0,5.0,4.0,1022.0,Diésel,9,Malaga,29004,Málaga
154,BMW,740,46900.0,320.0,Prof.,Sedán,Ocasión,4,España,12,50000.0,2018,Automático,1995.0,5.3,Gris,Arktisgrau,Tracción a las cuatro ruedas,5.0,8.0,4.0,1750.0,Diésel,5,Paterna,46980,Valencia/València
155,Jaguar,F-Pace,32000.0,300.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,139000.0,2016,Automático,1998.0,5.9,Gris,Gris,Tracción delantera,5.0,6.0,4.0,1214.0,Diésel,6,Sabadell,8203,Barcelona
156,Mercedes-Benz,C 250,26427.0,204.0,Prof.,Sedán,Ocasión,4,España,12,88867.0,2016,Automático,6262.0,19.5,Azul,Azul,Tracción trasera,2.0,7.0,12.0,1525.0,Diésel,3,Meliana,46133,Valencia/València
157,Audi,Q2,27300.0,116.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,15851.0,2021,Automático,1477.0,5.9,Azul,Azul,Tracción delantera,5.0,7.0,3.0,1512.276849642005,Diésel,3,Rivas vaciamadrid,28529,Madrid
158,Porsche,Macan,39500.0,252.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,170638.0,2018,Automático,1200.0,6.7,Negro,Negro,Tracción delantera,5.0,5.0,4.0,1047.0,Gasolina,8,Benicarlo,12580,Castellón/Castelló
159,BMW,540,39999.0,340.0,Prof.,Sedán,Ocasión,4,España,12,42000.0,2018,Automático,3993.0,9.6,Azul,AZUL MARINO METALIZADO,Tracción a las cuatro ruedas,5.0,8.0,8.0,2025.0,Gasolina,11,Torrejon de ardoz,28850,Madrid
160,Nissan,Qashqai,15909.0,116.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,63827.0,2019,Manual,1999.0,4.7,Blanco,Blanco,Tracción a las cuatro ruedas,5.0,6.0,4.0,1665.0,Diésel,9,Leganes,28914,Madrid
161,Jaguar,E-Pace,25390.0,150.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,63776.0,2020,Automático,2184.0,7.5,Blanco,Blanco,Tracción a las cuatro ruedas,5.0,6.0,4.0,1875.0,Diésel,2,Madrid,28021,Madrid
162,Mercedes-Benz,Viano,265001.0,224.0,Prof.,Monovolumen,Ocasión,4,España,12,165000.0,2012,Automático,1499.0,6.3,Plateado,Plateado,Tracción delantera,5.0,5.0,4.0,1351.0,Diésel,12,Galdakao,48960,Bizkaia
163,Tesla,Model 3,445001.0,283.0,Prof.,Sedán,Demostración,4,España,12,1834.0,2023,Automático,1499.0,3.8,Blanco,Blanco Perla Multicapa,Tracción delantera,7.0,8.0,4.0,1430.0,Eléctrico,9,Barcelona,8038,Barcelona
164,Volkswagen,T-Cross,16790.0,110.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,35911.0,2022,Manual,1999.0,5.4,Negro,Negro,Tracción a las cuatro ruedas,5.0,8.0,4.0,1829.0,Gasolina,5,Madrid,28021,Madrid
165,Audi,A5,29900.0,190.0,Prof.,Sedán,Ocasión,5,España,12,67000.0,2019,Automático,1498.0,6.6,Gris,Gris,Tracción trasera,5.0,8.0,4.0,1469.0,Gasolina,6,Leioa,48940,Bizkaia
166,DS Automobiles,DS 7 Crossback,35690.0,129.0,Prof.,SUV/4x4/Pickup,Demostración,5,España,12,533.0,2023,Automático,1560.0,3.8,Negro,Negro,Tracción delantera,5.0,6.0,4.0,1365.0,Diésel,7,Madrid,28021,Madrid
167,Mercedes-Benz,CLA 200,17900.0,136.0,Prof.,Coupé,Ocasión,4,España,12,149900.0,2016,Automático,3405.0,11.7,Gris,Gris,Tracción trasera,2.0,5.0,8.0,1400.0,Diésel,5,Jerez de la frontera,11407,Cádiz
168,Cupra,Formentor,24600.0,150.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,24,13074.0,2022,Manual,3982.0,9.9,Azul,Azul,Tracción trasera,4.0,8.0,8.0,1770.0,Gasolina,2,La puebla de alfindén,50171,Zaragoza
169,Chrysler,Voyager,4995.0,143.0,Prof.,Monovolumen,Ocasión,5,España,12,170758.0,2007,Manual,3456.0,5.5,Negro,Negro,Tracción a las cuatro ruedas,5.0,7.0,6.0,2200.0,Diésel,12,Madrid,28019,Madrid
170,Peugeot,5008,25500.0,131.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,24000.0,2020,Manual,1199.0,7.8,Gris,GRIS ARTENSE,Tracción delantera,5.0,6.0,4.0,1202.0,Diésel,11,Madrid,28044,Madrid
171,BMW,220,37990.0,190.0,Prof.,Coupé,Ocasión,4,España,12,31071.0,2021,Automático,999.0,5.3,Azul,Azul,Tracción delantera,5.0,7.0,3.0,1265.0,Diésel,12,Burgos,9001,Burgos
172,Porsche,911,69000.0,320.0,Prof.,Coupé,Clásica,2,España,12,122000.0,1971,Manual,1242.0,5.9,Verde,Viper green,Tracción a las cuatro ruedas,4.0,5.0,4.0,1788.0,Gasolina,1,Marbella,26302,Málaga
173,BMW,420,25990.0,163.0,Prof.,Sedán,Ocasión,5,España,12,90274.0,2017,Automático,2967.0,5.6,Azul,Azul,Tracción a las cuatro ruedas,5.0,7.0,6.0,1970.0,Diésel,5,Murcia,3007,Alicante/Alacant
174,Mercedes-Benz,GLC 250,38900.0,211.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,58900.0,2020,Automático,1998.0,6.7,Blanco,Blanco,Tracción delantera,4.0,6.0,4.0,1245.0,Gasolina,1,Tarragona,43004,Tarragona
175,Mazda,3,2950.0,109.0,Prof.,Coche pequeño,Ocasión,4,España,12,202000.0,2007,Manual,1598.0,4.4,Gris,Gris,Tracción delantera,5.0,6.0,4.0,1543.0,Diésel,12,Igualada,8700,Barcelona
176,Mercedes-Benz,E 220,24900.0,170.0,Prof.,Familiar,Ocasión,5,España,12,88900.0,2015,Automático,4942.0,14.9,Marrón,Marrón,Tracción trasera,2.0,5.0,12.0,1505.0,Diésel,5,Málaga,29004,Málaga
177,Citroen,C4 Cactus,9250.0,99.0,Prof.,Coche pequeño,Ocasión,5,España,12,86846.0,2016,Manual,1368.0,6.8,MORADO,MORADO,Tracción delantera,4.0,5.0,4.0,1065.0,Diésel,5,Granada,18015,Granada
178,Mercedes-Benz,CLA 200,33900.0,163.0,Prof.,Coupé,Ocasión,4,España,12,66900.0,2019,Automático,4499.0,11.8,Blanco,Blanco,Tracción trasera,2.0,7.0,8.0,1430.0,Gasolina,8,Jaen,23009,Jaén
179,Opel,Crossland,15631.0,110.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,32609.0,2022,Manual,1368.0,6.2,Plateado,Plata,Tracción delantera,5.0,6.0,4.0,1355.0,Diésel,3,Manises,46940,Valencia/València
180,Mercedes-Benz,GLC 220,27490.0,170.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,100400.0,2018,Automático,5700.0,6.5,Blanco,Blanco,Tracción a las cuatro ruedas,4.0,6.0,8.0,2515.0,Diésel,4,Ciudad real,13005,Ciudad Real
181,BMW,520,228991.0,190.0,Prof.,Sedán,Ocasión,4,España,12,51095.0,2016,Automático,2967.0,10.7,Blanco,Blanco,Tracción trasera,5.0,8.0,6.0,2459.0,Diésel,7,Madrid,28050,Madrid
182,Mazda,CX-5,179901.0,150.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,86010.0,2018,Manual,1798.0,3.4,Gris,Gris,Tracción delantera,5.0,5.0,4.0,1385.0,Diésel,9,Ciudad real,13005,Ciudad Real
183,Porsche,992,146900.0,450.0,Prof.,Coupé,Ocasión,2,España,12,17000.0,2019,Automático,1498.0,5.2,Negro,Negro Jet,Tracción delantera,5.0,7.0,4.0,1470.0,Gasolina,9,Paterna,46980,Valencia/València
184,Mercedes-Benz,ML 350,23000.0,258.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,275000.0,2015,Automático,1998.0,5.2,Marrón,Marrón,Tracción delantera,4.0,6.0,4.0,1175.0,Diésel,6,Riells i viabrea,17404,Girona
185,Land Rover,Range Rover Sport,32900.0,258.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,165000.0,2015,Automático,1956.0,5.2,Blanco,Blanco,Tracción delantera,7.0,6.0,4.0,1658.0,Diésel,5,Marbella,29670,Málaga
186,Mercedes-Benz,GLC 220,31490.0,170.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,113606.0,2018,Automático,5700.0,6.5,Negro,Negro,Tracción a las cuatro ruedas,4.0,6.0,8.0,2515.0,Diésel,8,Torrejon de ardoz,28850,Madrid
187,Mercedes-Benz,V,479131.0,163.0,Prof.,Monovolumen,Ocasión,4,España,24,65000.0,2021,Automático,1499.0,4.1,Negro,Negro,Tracción delantera,4.0,6.0,3.0,1365.0,Diésel,5,Badalona,8915,Barcelona
188,Mitsubishi,Montero,3900.0,125.0,Prof.,SUV/4x4/Pickup,Ocasión,3,España,12,483000.0,1998,Manual,1499.0,4.7,Verde,Verde,Tracción delantera,5.0,6.0,3.0,1145.0,Diésel,3,Cornella de terri,17844,Girona
189,Audi,Q5,110001.0,170.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,236000.0,2009,Manual,2987.0,5.6,Blanco,Blanco Ibis,Tracción trasera,5.0,9.0,6.0,1955.0,Diésel,6,Huesca,22004,Huesca
190,Peugeot,308,22223.0,131.0,Prof.,Familiar,KM0,5,España,36,2.0,2023,Automático,1968.0,5.4,Gris,Gris,Tracción a las cuatro ruedas,5.0,7.0,4.0,1437.0,Gasolina,11,Coslada,28823,Madrid
191,Mercedes-Benz,CL 500,7500.0,306.0,Prof.,Coupé,Ocasión,3,España,12,287000.0,2000,Automático,3855.0,11.7,Gris,Gris,Tracción trasera,4.0,8.0,8.0,1545.0,Gasolina,3,Illescas,45200,Toledo
192,Mercedes-Benz,GLC 220,34590.0,170.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,59906.0,2019,Automático,5700.0,6.5,Plateado,Plateado,Tracción trasera,5.0,9.0,8.0,1862.0,Diésel,8,Madrid,28021,Madrid
193,Citroen,C4,15156.0,120.0,Prof.,Monovolumen,Ocasión,5,España,12,41206.0,2019,Manual,1999.0,5.1,Gris,Gris,Tracción a las cuatro ruedas,5.0,9.0,4.0,1675.0,Diésel,4,Sant adrià de besòs,8903,Barcelona
194,Mitsubishi,ASX,226301.0,140.0,Prof.,SUV/4x4/Pickup,KM0,5,España,12,2.0,2023,Manual,1995.0,7.6,Gris,Gris,Tracción delantera,5.0,8.0,4.0,1529.0,Gasolina,9,Burgos,9001,Burgos
195,Volkswagen,T-Cross,16790.0,110.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,35911.0,2022,Manual,1368.0,6.8,Negro,Negro,Tracción delantera,4.0,5.0,4.0,1065.0,Gasolina,5,Valencia,46950,Valencia/València
196,Peugeot,3008,23900.0,131.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,24,39926.0,2022,Automático,1968.0,6.4,Gris,GRIS ARTENSE,Tracción delantera,5.0,6.0,4.0,1463.0,Diésel,4,Collado villalba,28400,Madrid
197,Ford,Edge,29890.0,243.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,69503.0,2019,Automático,1580.0,3.8,Negro,Negro,Tracción delantera,5.0,6.0,4.0,1490.0,Diésel,3,Madrid,28021,Madrid
198,Mercedes-Benz,GLK 320,18490.0,224.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,115000.0,2009,Automático,1499.0,4.6,Gris,Gris,Tracción delantera,5.0,5.0,4.0,1228.0,Diésel,4,Catoira,36612,Pontevedra
199,Peugeot,3008,139751.0,131.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,199070.0,2020,Manual,1968.0,6.4,Blanco,Blanco,Tracción delantera,5.0,6.0,4.0,1463.0,Diésel,6,Parla,28983,Madrid
200,Mercedes-Benz,C 200,390821.0,204.0,Prof.,Sedán,Ocasión,4,España,24,18550.0,2021,Automático,4942.0,6.4,AZUL CAVANSITA,AZUL CAVANSITA,Tracción trasera,2.0,5.0,12.0,1505.0,Gasolina,11,Jaen,23009,Jaén
201,Porsche,Boxster,87900.0,300.0,Prof.,Cabrio,Demostración,2,España,24,5000.0,2022,Automático,1461.0,3.8,Negro,Negro,Tracción delantera,5.0,6.0,4.0,1385.0,Gasolina,10,Perillo,15172,A Coruña
202,Hyundai,KONA,13990.0,120.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,32085.0,2018,Manual,3456.0,11.2,Azul,Azul,Tracción a las cuatro ruedas,5.0,5.0,6.0,1835.0,Gasolina,12,Galdakao,48960,Bizkaia
203,BMW,X1,20900.0,150.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,118500.0,2018,Automático,999.0,5.9,Plateado,Gris Plata,Tracción delantera,5.0,6.0,3.0,1215.0,Diésel,12,Arroyomolinos,28939,Madrid
204,BMW,840,717001.0,320.0,Prof.,Coupé,Ocasión,4,España,12,65000.0,2020,Automático,3982.0,8.2,Gris,Gris,Tracción trasera,5.0,6.0,4.0,1565.0,Diésel,1,San sebastián de los reyes,28703,Madrid
205,Peugeot,3008,18182.0,131.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,67551.0,2019,Manual,1968.0,6.4,Blanco,Blanco,Tracción delantera,5.0,6.0,4.0,1463.0,Diésel,5,Leganes,28914,Madrid
206,Audi,A7,51490.0,286.0,Prof.,Coupé,Ocasión,5,España,12,135242.0,2019,Automático,1499.0,4.7,Negro,Negro,Tracción delantera,5.0,6.0,4.0,1205.0,Diésel,6,Burgos,9001,Burgos
207,Peugeot,3008,16364.0,131.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,127000.0,2018,Manual,1968.0,6.4,Amarillo,Bronce,Tracción delantera,5.0,6.0,4.0,1463.0,Diésel,12,Leganes,28914,Madrid
208,Citroen,Spacetourer,9999.0,116.0,Prof.,Monovolumen,Ocasión,5,España,12,180000.0,2016,Manual,1368.0,10.5,Burdeos,Burdeos,Tracción trasera,4.0,8.0,8.0,1630.0,Diésel,3,Utebo,50180,Zaragoza
209,Audi,A5,31190.0,163.0,Prof.,Sedán,Ocasión,5,España,12,124641.0,2021,Automático,1498.0,4.2,Gris,Gris,Tracción delantera,5.0,7.0,4.0,1461.0,Diésel,8,Madrid,28021,Madrid
210,Volkswagen,T5 California,249001.0,150.0,Prof.,Monovolumen,Ocasión,4,España,12,248000.0,2017,Manual,1991.0,7.4,Verde,Verde,Tracción a las cuatro ruedas,5.0,5.0,4.0,1770.0,Diésel,10,Castañares,26240,La Rioja
211,Land Rover,Range Rover Velar,60000.0,300.0,Prof.,SUV/4x4/Pickup,Ocasión,5,España,12,57800.0,2021,Automático,1499.0,5.1,Negro,Santorini Black,Tracción delantera,5.0,6.0,4.0,1165.0,Diésel,3,Barcelona,8034,Barcelona
